timestamp_utc,run_tag,solution,uptime_s,player_count,avg_rtt_ms,max_rtt_ms,min_rtt_ms,avg_jitter_ms,max_jitter_ms,avg_packet_loss_pct,bytes_sent_delta,bytes_recv_delta,ram_bytes,gc_heap_bytes,gc_gen0_delta,gc_gen1_delta,gc_gen2_delta,cpu_pct
2026-06-06T18:42:00.1936110Z,20260606T183826Z,custom,315.21,19,14.6,16,3,1.2,1.7,0,3645,466339,310050816,53844448,1,0,0,4.7
2026-06-06T18:42:05.1959870Z,20260606T183826Z,custom,320.21,19,14.6,16,3,1.2,1.7,0,3196,466780,309903360,70274768,1,0,0,4.7
2026-06-06T18:42:10.1986310Z,20260606T183826Z,custom,325.21,19,14.6,16,3,1.2,1.7,0,3448,466428,309772288,86425464,1,0,0,4.7
2026-06-06T18:42:15.2014980Z,20260606T183826Z,custom,330.21,19,11.6,13,5,1.3,1.9,0,4074,466736,309624832,18838352,2,0,0,4.8
2026-06-06T18:42:20.2036980Z,20260606T183826Z,custom,335.22,19,11.6,13,5,1.3,1.9,0,3128,465802,309657600,35440008,1,0,0,4.8
2026-06-06T18:42:25.2058370Z,20260606T183826Z,custom,340.22,19,11.6,13,5,1.3,1.9,0,3445,465918,309624832,51550824,1,0,0,4.8
2026-06-06T18:42:30.2075700Z,20260606T183826Z,custom,345.22,19,11.6,13,5,1.3,1.9,0,3518,465996,309624832,67958720,1,0,0,4.7
2026-06-06T18:42:35.2116950Z,20260606T183826Z,custom,350.22,19,11.6,13,5,1.3,1.9,0,3068,466732,309428224,84347224,1,0,0,4.6
2026-06-06T18:42:40.2143110Z,20260606T183826Z,custom,355.23,19,11.6,13,5,1.3,1.9,0,3384,465384,309313536,17618752,2,0,0,4.8
2026-06-06T18:42:45.2161690Z,20260606T183826Z,custom,360.23,19,8.7,10,2,1.4,2,0,3812,467023,309329920,33080688,1,0,0,4.7
2026-06-06T18:42:50.2177570Z,20260606T183826Z,custom,365.23,19,8.7,10,2,1.4,2,0,3457,465988,309280768,49119448,1,0,0,4.6
2026-06-06T18:42:55.2196880Z,20260606T183826Z,custom,370.23,19,8.7,10,2,1.4,2,0,3452,465942,309329920,65243880,1,0,0,4.7
2026-06-06T18:43:00.2214980Z,20260606T183826Z,custom,375.23,19,8.7,10,2,1.4,2,0,3653,466163,309313536,81104144,1,0,0,4.7
2026-06-06T18:43:05.2232680Z,20260606T183826Z,custom,380.23,19,8.7,10,2,1.4,2,0,3322,465898,309280768,97307952,1,0,0,4.7
2026-06-06T18:43:10.2254730Z,20260606T183826Z,custom,385.24,19,8.7,10,2,1.4,2,0,3388,466384,309297152,30131560,2,0,0,4.7
2026-06-06T18:43:15.2288600Z,20260606T183826Z,custom,390.24,19,8.1,9,4,1.4,1.9,0,3946,467183,309526528,46697136,1,0,0,4.7
2026-06-06T18:43:20.2308060Z,20260606T183826Z,custom,395.24,19,8.1,9,4,1.4,1.9,0,2998,465886,309493760,62565672,1,0,0,4.7
2026-06-06T18:43:25.2316410Z,20260606T183826Z,custom,400.24,19,8.1,9,4,1.4,1.9,0,3451,465928,309493760,78598832,1,0,0,4.7
2026-06-06T18:43:30.2335190Z,20260606T183826Z,custom,405.24,19,8.1,9,4,1.4,1.9,0,3653,466214,309542912,94757520,1,0,0,4.7
2026-06-06T18:43:35.2353760Z,20260606T183826Z,custom,410.25,19,8.1,9,4,1.4,1.9,0,3255,465787,309510144,27798944,2,0,0,4.8
2026-06-06T18:43:40.2372990Z,20260606T183826Z,custom,415.25,19,8.1,9,4,1.4,1.9,0,3189,465731,309542912,43264704,1,0,0,4.6
2026-06-06T18:43:45.2390730Z,20260606T183826Z,custom,420.25,19,6,6,6,1.4,1.9,0,3884,466449,309526528,58540808,1,0,0,4.6
2026-06-06T18:43:50.2417390Z,20260606T183826Z,custom,425.25,19,6,6,6,1.4,1.9,0,3256,466032,309559296,74648088,1,0,0,4.6
2026-06-06T18:43:55.2440400Z,20260606T183826Z,custom,430.26,19,6,6,6,1.4,1.9,0,3446,466667,309526528,90027248,1,0,0,4.7
2026-06-06T18:44:00.2458040Z,20260606T183826Z,custom,435.26,19,6,6,6,1.4,1.9,0,3589,466646,309526528,23848528,2,0,0,4.6
2026-06-06T18:44:05.2486350Z,20260606T183826Z,custom,440.26,19,6,6,6,1.4,1.9,0,3455,466440,309575680,39711776,1,0,0,4.6
2026-06-06T18:44:10.2503150Z,20260606T183826Z,custom,445.26,19,6,6,6,1.4,1.9,0,3450,465930,309542912,55401040,1,0,0,4.6
2026-06-06T18:44:15.2523230Z,20260606T183826Z,custom,450.26,19,6.4,7,1,1.4,2.1,0,3631,466256,309542912,71595056,1,0,0,4.6
2026-06-06T18:44:20.2545120Z,20260606T183826Z,custom,455.27,19,6.4,7,1,1.4,2.1,0,3445,465936,309542912,88159880,1,0,0,4.6
2026-06-06T18:44:25.2593930Z,20260606T183826Z,custom,460.27,19,6.4,7,1,1.4,2.1,0,3322,466068,309542912,21570080,2,0,0,4.6
2026-06-06T18:44:30.2617290Z,20260606T183826Z,custom,465.27,19,6.4,7,1,1.4,2.1,0,3584,466844,309542912,37836872,1,0,0,4.6
2026-06-06T18:44:35.2634360Z,20260606T183826Z,custom,470.27,19,6.4,7,1,1.4,2.1,0,3382,466185,309559296,53221544,1,0,0,4.6
2026-06-06T18:44:40.2648950Z,20260606T183826Z,custom,475.28,19,6.4,7,1,1.4,2.1,0,3516,465752,309542912,68590688,1,0,0,4.7
2026-06-06T18:44:45.2670160Z,20260606T183826Z,custom,480.28,19,14.1,15,2,1.9,2.8,0,3817,466350,309526528,84527376,1,0,0,4.6
2026-06-06T18:44:50.2689320Z,20260606T183826Z,custom,485.28,19,14.1,15,2,1.9,2.8,0,3452,466241,309559296,100742408,1,0,0,4.6
2026-06-06T18:44:55.2706700Z,20260606T183826Z,custom,490.28,19,14.1,15,2,1.9,2.8,0,3384,465878,309559296,34123360,2,0,0,4.6
2026-06-06T18:45:00.2724360Z,20260606T183826Z,custom,495.28,19,14.1,15,2,1.9,2.8,0,3585,466091,309608448,50294824,1,0,0,4.7
2026-06-06T18:45:05.2763510Z,20260606T183826Z,custom,500.29,19,14.1,15,2,1.9,2.8,0,3388,466176,309592064,65700680,1,0,0,4.6
2026-06-06T18:45:10.2781340Z,20260606T183826Z,custom,505.29,19,14.1,15,2,1.9,2.8,0,3456,466662,309592064,81824736,1,0,0,4.7
2026-06-06T18:45:15.2801850Z,20260606T183826Z,custom,510.29,19,10.8,13,4,2,3,0,4011,466726,309592064,98085288,1,0,0,4.7
2026-06-06T18:45:20.2813440Z,20260606T183826Z,custom,515.29,19,10.8,13,4,2,3,0,3189,465772,309592064,31954520,2,0,0,4.7
2026-06-06T18:45:25.2830180Z,20260606T183826Z,custom,520.29,19,10.8,13,4,2,3,0,3448,465923,309592064,47472736,1,0,0,4.7
2026-06-06T18:45:30.2849240Z,20260606T183826Z,custom,525.3,19,10.8,13,4,2,3,0,3261,465832,309542912,62634120,1,0,0,4.6
2026-06-06T18:45:35.2864870Z,20260606T183826Z,custom,530.3,19,10.8,13,4,2,3,0,3652,466130,309575680,78005728,1,0,0,4.6
2026-06-06T18:45:40.2882550Z,20260606T183826Z,custom,535.3,19,10.8,13,4,2,3,0,3516,465983,309641216,94323312,1,0,0,4.5
2026-06-06T18:45:45.2892380Z,20260606T183826Z,custom,540.3,19,10.6,13,7,1.9,2.8,0,3483,466081,309608448,27941456,2,0,0,4.7
2026-06-06T18:45:50.2920480Z,20260606T183826Z,custom,545.3,19,10.6,13,7,1.9,2.8,0,3720,466456,309608448,43318640,1,0,0,4.6
2026-06-06T18:45:55.2937780Z,20260606T183826Z,custom,550.31,19,10.6,13,7,1.9,2.8,0,3515,466449,309559296,59358848,1,0,0,4.6
2026-06-06T18:46:00.2955390Z,20260606T183826Z,custom,555.31,19,10.6,13,7,1.9,2.8,0,3191,466261,309575680,75358472,1,0,0,4.5
2026-06-06T18:46:05.2966280Z,20260606T183826Z,custom,560.31,19,10.6,13,7,1.9,2.8,0,3455,465999,309575680,90816000,1,0,0,4.6
2026-06-06T18:46:10.2983650Z,20260606T183826Z,custom,565.31,19,10.6,13,7,1.9,2.8,0,3583,466026,309592064,24218128,2,0,0,4.7
2026-06-06T18:46:15.3005690Z,20260606T183826Z,custom,570.31,19,10.8,12,6,1.8,2.7,0,3688,466246,309608448,40164520,1,0,0,4.6
2026-06-06T18:46:20.3023300Z,20260606T183826Z,custom,575.31,19,10.8,12,6,1.8,2.7,0,3591,466114,309592064,56680816,1,0,0,4.7
2026-06-06T18:46:25.3039470Z,20260606T183826Z,custom,580.32,19,10.8,12,6,1.8,2.7,0,3708,465903,309690368,72511632,1,0,0,4.5
2026-06-06T18:46:30.3057830Z,20260606T183826Z,custom,585.32,19,10.8,12,6,1.8,2.7,0,3187,465776,309657600,88464480,1,0,0,4.6
2026-06-06T18:46:35.3096430Z,20260606T183826Z,custom,590.32,19,10.8,12,6,1.8,2.7,0,3452,466486,309657600,21404776,2,0,0,4.7
2026-06-06T18:46:40.3112940Z,20260606T183826Z,custom,595.32,19,10.8,12,6,1.8,2.7,0,3582,466280,309657600,37526496,1,0,0,4.5
2026-06-06T18:46:45.3132050Z,20260606T183826Z,custom,600.32,19,8.2,9,6,1.9,2.7,0,3421,466930,309706752,53968400,1,0,0,4.5
2026-06-06T18:46:50.3153370Z,20260606T183826Z,custom,605.33,19,8.2,9,6,1.9,2.7,0,3195,466100,309673984,69601200,1,0,0,4.5
2026-06-06T18:46:55.3172320Z,20260606T183826Z,custom,610.33,19,8.2,9,6,1.9,2.7,0,3907,466495,309673984,85259072,1,0,0,4.6
2026-06-06T18:47:00.3198020Z,20260606T183826Z,custom,615.33,19,8.2,9,6,1.9,2.7,0,3319,465863,309673984,101605224,1,0,0,4.6
2026-06-06T18:47:05.3213450Z,20260606T183826Z,custom,620.33,19,8.2,9,6,1.9,2.7,0,3064,465723,309673984,35520184,2,0,0,4.7
2026-06-06T18:47:10.3248490Z,20260606T183826Z,custom,625.34,19,8.2,9,6,1.9,2.7,0,3904,466473,309690368,51116440,1,0,0,4.6
2026-06-06T18:47:15.3274360Z,20260606T183826Z,custom,630.34,18,7,7,7,1.9,2.6,0,3944,466921,309690368,66933408,1,0,0,4.5
2026-06-06T18:47:20.3301080Z,20260606T183826Z,custom,635.34,18,7,7,7,1.9,2.6,0,2934,465649,309641216,82652696,1,0,0,4.6
2026-06-06T18:47:25.3326840Z,20260606T183826Z,custom,640.34,18,7,7,7,1.9,2.6,0,3643,466045,309641216,98151400,1,0,0,4.6
2026-06-06T18:47:30.3346810Z,20260606T183826Z,custom,645.35,18,7,7,7,1.9,2.6,0,3716,466206,309657600,31524664,2,0,0,4.5
2026-06-06T18:47:35.3365140Z,20260606T183826Z,custom,650.35,18,7,7,7,1.9,2.6,0,3130,465787,309673984,46700104,1,0,0,4.7
2026-06-06T18:47:40.3383600Z,20260606T183826Z,custom,655.35,18,7,7,7,1.9,2.6,0,3775,466361,309657600,62850192,1,0,0,4.6
2026-06-06T18:47:45.3421510Z,20260606T183826Z,custom,660.35,19,5.8,6,3,1.9,2.7,0,4016,467241,309706752,79389360,1,0,0,4.7
2026-06-06T18:47:50.3445810Z,20260606T183826Z,custom,665.36,19,5.8,6,3,1.9,2.7,0,3063,465733,309706752,95746776,1,0,0,4.6
2026-06-06T18:47:55.3465100Z,20260606T183826Z,custom,670.36,19,5.8,6,3,1.9,2.7,0,3778,466607,309723136,29292424,2,0,0,4.9
2026-06-06T18:48:00.3482200Z,20260606T183826Z,custom,675.36,19,5.8,6,3,1.9,2.7,0,3322,465887,309723136,45336792,1,0,0,4.7
2026-06-06T18:48:05.3499340Z,20260606T183826Z,custom,680.36,19,5.8,6,3,1.9,2.7,0,3263,465912,309673984,61310744,1,0,0,4.7
2026-06-06T18:48:10.3510420Z,20260606T183826Z,custom,685.36,19,5.8,6,3,1.9,2.7,0,3518,466004,309673984,77015872,1,0,0,4.7
2026-06-06T18:48:15.3521750Z,20260606T183826Z,custom,690.36,19,10.3,21,3,2.2,3.6,0,3812,466283,309673984,93228192,1,0,0,4.6
